FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-08-07 14:15:21

Total deployment events: 3335
Number of node-function combinations: 756

Event Type Summary:
  Deployment events: 16
  Replica events: 2304
  Network events: 1015

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
t= 197.0s | replica    | nx_7                 | python-pi-suburb          | deploy replica of python-pi-suburb
t= 198.0s | replica    | rpi3_23              | fio                       | deploy replica of fio
t= 199.0s | replica    | rpi3_23              | fio                       | startup replica of fio
t= 200.0s | replica    | rpi3_23              | fio                       | setup replica of fio
t= 201.0s | replica    | rpi3_23              | fio                       | finish replica of fio
t= 202.0s | replica    | rpi3_27              | fio-downtown              | deploy replica of fio-downtown
t= 203.0s | replica    | rpi3_27              | fio-suburb                | deploy replica of fio-suburb
t= 204.0s | replica    | rpi3_27              | fio-suburb                | startup replica of fio-suburb
t= 205.0s | replica    | rpi3_27              | fio-suburb                | setup replica of fio-suburb
t= 206.0s | replica    | rpi3_27              | fio-suburb                | finish replica of fio-suburb
t= 207.0s | replica    | rpi3_27              | fio-downtown              | startup replica of fio-downtown
t= 208.0s | replica    | rpi3_27              | fio-downtown              | setup replica of fio-downtown
t= 209.0s | replica    | rpi3_27              | fio-downtown              | finish replica of fio-downtown
t= 210.0s | replica    | rockpi_16            | speech-inference          | startup replica of speech-inference
t= 211.0s | replica    | rockpi_16            | speech-inference          | setup replica of speech-inference
t= 212.0s | replica    | rockpi_14            | speech-inference-downtown | startup replica of speech-inference-downtown
t= 213.0s | replica    | rockpi_14            | speech-inference-downtown | setup replica of speech-inference-downtown
t= 214.0s | replica    | rockpi_10            | python-pi                 | startup replica of python-pi
t= 215.0s | replica    | rockpi_10            | python-pi                 | setup replica of python-pi
t= 216.0s | replica    | rockpi_10            | python-pi                 | finish replica of python-pi
t= 217.0s | replica    | nx_7                 | python-pi-suburb          | startup replica of python-pi-suburb
t= 218.0s | replica    | nx_7                 | python-pi-suburb          | setup replica of python-pi-suburb
t= 219.0s | replica    | nx_7                 | python-pi-suburb          | finish replica of python-pi-suburb
t= 220.0s | replica    | rockpi_13            | speech-inference-downtown | finish replica of speech-inference-downtown
t= 221.0s | replica    | nano_11              | resnet50-inference        | startup replica of resnet50-inference
t= 222.0s | replica    | nano_11              | resnet50-inference        | setup replica of resnet50-inference
t= 223.0s | replica    | nano_28              | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t= 224.0s | replica    | nano_28              | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t= 225.0s | replica    | nano_0               | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t= 226.0s | replica    | nano_0               | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t= 227.0s | replica    | nano_1               | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t= 228.0s | replica    | nano_1               | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t= 229.0s | replica    | nano_2               | resnet50-training         | startup replica of resnet50-training
t= 230.0s | replica    | nano_2               | resnet50-training         | setup replica of resnet50-training
t= 231.0s | replica    | nano_2               | resnet50-training         | finish replica of resnet50-training
t= 232.0s | replica    | nano_5               | resnet50-training-downtown | startup replica of resnet50-training-downtown
t= 233.0s | replica    | nano_5               | resnet50-training-downtown | setup replica of resnet50-training-downtown
t= 234.0s | replica    | nano_5               | resnet50-training-downtown | finish replica of resnet50-training-downtown
t= 235.0s | replica    | nx_4                 | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 236.0s | replica    | nx_4                 | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 237.0s | replica    | nx_4                 | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 238.0s | replica    | nx_5                 | resnet50-inference        | deploy replica of resnet50-inference
t= 239.0s | replica    | nx_12                | resnet50-inference-downtown | deploy replica of resnet50-inference-downtown
t= 240.0s | replica    | nano_6               | resnet50-inference-suburb | deploy replica of resnet50-inference-suburb
t= 241.0s | replica    | nano_7               | resnet50-inference-industrial | deploy replica of resnet50-inference-industrial
t= 242.0s | replica    | rockpi_0             | speech-inference          | deploy replica of speech-inference
t= 243.0s | replica    | rockpi_0             | speech-inference-downtown | deploy replica of speech-inference-downtown
t= 244.0s | replica    | rockpi_0             | speech-inference-downtown | startup replica of speech-inference-downtown
t= 245.0s | replica    | rockpi_0             | speech-inference-downtown | setup replica of speech-inference-downtown
t= 246.0s | replica    | rockpi_28            | speech-inference-suburb   | deploy replica of speech-inference-suburb
t= 247.0s | replica    | rockpi_28            | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 248.0s | replica    | nano_8               | resnet50-training         | deploy replica of resnet50-training
t= 249.0s | replica    | nano_16              | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t= 250.0s | replica    | rpi3_28              | python-pi                 | deploy replica of python-pi
t= 251.0s | replica    | rpi3_29              | python-pi-downtown        | deploy replica of python-pi-downtown
t= 252.0s | replica    | nx_11                | python-pi-suburb          | deploy replica of python-pi-suburb
t= 253.0s | replica    | rpi3_0               | fio                       | deploy replica of fio
t= 254.0s | replica    | rpi3_0               | fio-downtown              | deploy replica of fio-downtown
t= 255.0s | replica    | rpi3_0               | fio-downtown              | startup replica of fio-downtown
t= 256.0s | replica    | rpi3_0               | fio-downtown              | setup replica of fio-downtown
t= 257.0s | replica    | rpi3_0               | fio-downtown              | finish replica of fio-downtown
t= 258.0s | replica    | rpi3_1               | fio-suburb                | deploy replica of fio-suburb
t= 259.0s | replica    | rpi3_0               | fio                       | startup replica of fio
t= 260.0s | replica    | rpi3_0               | fio                       | setup replica of fio
t= 261.0s | replica    | rpi3_0               | fio                       | finish replica of fio
t= 262.0s | replica    | rpi3_1               | fio-suburb                | startup replica of fio-suburb
t= 263.0s | replica    | rpi3_1               | fio-suburb                | setup replica of fio-suburb
t= 264.0s | replica    | rpi3_1               | fio-suburb                | finish replica of fio-suburb
t= 265.0s | replica    | rockpi_0             | speech-inference          | startup replica of speech-inference
t= 266.0s | replica    | rockpi_0             | speech-inference          | setup replica of speech-inference
t= 267.0s | replica    | rpi3_28              | python-pi                 | startup replica of python-pi
t= 268.0s | replica    | rpi3_28              | python-pi                 | setup replica of python-pi
t= 269.0s | replica    | rpi3_28              | python-pi                 | finish replica of python-pi
t= 270.0s | replica    | rpi3_29              | python-pi-downtown        | startup replica of python-pi-downtown
t= 271.0s | replica    | rpi3_29              | python-pi-downtown        | setup replica of python-pi-downtown
t= 272.0s | replica    | rpi3_29              | python-pi-downtown        | finish replica of python-pi-downtown
t= 273.0s | replica    | nx_11                | python-pi-suburb          | startup replica of python-pi-suburb
t= 274.0s | replica    | nx_11                | python-pi-suburb          | setup replica of python-pi-suburb
t= 275.0s | replica    | nx_11                | python-pi-suburb          | finish replica of python-pi-suburb
t= 276.0s | replica    | rockpi_28            | speech-inference-suburb   | startup replica of speech-inference-suburb
t= 277.0s | replica    | rockpi_28            | speech-inference-suburb   | setup replica of speech-inference-suburb
t= 278.0s | replica    | nx_5                 | resnet50-inference        | startup replica of resnet50-inference
t= 279.0s | replica    | nx_5                 | resnet50-inference        | setup replica of resnet50-inference
t= 280.0s | replica    | nx_12                | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t= 281.0s | replica    | nx_12                | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t= 282.0s | replica    | nano_6               | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t= 283.0s | replica    | nano_6               | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t= 284.0s | replica    | nano_7               | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t= 285.0s | replica    | nano_7               | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t= 286.0s | replica    | nano_8               | resnet50-training         | startup replica of resnet50-training
t= 287.0s | replica    | nano_8               | resnet50-training         | setup replica of resnet50-training
t= 288.0s | replica    | nano_8               | resnet50-training         | finish replica of resnet50-training
t= 289.0s | replica    | nano_16              | resnet50-training-downtown | startup replica of resnet50-training-downtown
t= 290.0s | replica    | nano_16              | resnet50-training-downtown | setup replica of resnet50-training-downtown
t= 291.0s | replica    | nano_16              | resnet50-training-downtown | finish replica of resnet50-training-downtown
t= 292.0s | replica    | rockpi_28            | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 293.0s | replica    | rockpi_28            | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 294.0s | replica    | rockpi_28            | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 295.0s | replica    | nano_27              | resnet50-inference        | deploy replica of resnet50-inference
t= 296.0s | replica    | nx_6                 | resnet50-inference-downtown | deploy replica of resnet50-inference-downtown
t= 297.0s | replica    | nano_14              | resnet50-inference-suburb | deploy replica of resnet50-inference-suburb
t= 298.0s | replica    | nano_23              | resnet50-inference-industrial | deploy replica of resnet50-inference-industrial
t= 299.0s | replica    | rockpi_4             | speech-inference          | deploy replica of speech-inference
t= 300.0s | replica    | rockpi_4             | speech-inference-downtown | deploy replica of speech-inference-downtown
t= 301.0s | replica    | rockpi_4             | speech-inference-downtown | startup replica of speech-inference-downtown
t= 302.0s | replica    | rockpi_4             | speech-inference-downtown | setup replica of speech-inference-downtown
t= 303.0s | replica    | rpi3_2               | speech-inference-suburb   | deploy replica of speech-inference-suburb
t= 304.0s | replica    | rockpi_23            | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 305.0s | replica    | nano_24              | resnet50-training         | deploy replica of resnet50-training
t= 306.0s | replica    | nx_2                 | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t= 307.0s | replica    | rockpi_23            | python-pi                 | deploy replica of python-pi
t= 308.0s | replica    | rockpi_11            | python-pi-downtown        | deploy replica of python-pi-downtown
t= 309.0s | replica    | rockpi_11            | python-pi-suburb          | deploy replica of python-pi-suburb
t= 310.0s | replica    | rockpi_11            | python-pi-suburb          | startup replica of python-pi-suburb
t= 311.0s | replica    | rockpi_11            | python-pi-suburb          | setup replica of python-pi-suburb
t= 312.0s | replica    | rockpi_11            | python-pi-suburb          | finish replica of python-pi-suburb
t= 313.0s | replica    | rpi3_1               | fio                       | deploy replica of fio
t= 314.0s | replica    | rpi3_1               | fio                       | startup replica of fio
t= 315.0s | replica    | rpi3_1               | fio                       | setup replica of fio
t= 316.0s | replica    | rpi3_1               | fio                       | finish replica of fio
t= 317.0s | replica    | rpi3_9               | fio-downtown              | deploy replica of fio-downtown
t= 318.0s | replica    | rpi3_9               | fio-suburb                | deploy replica of fio-suburb
t= 319.0s | replica    | rpi3_9               | fio-suburb                | startup replica of fio-suburb
t= 320.0s | replica    | rpi3_9               | fio-suburb                | setup replica of fio-suburb
t= 321.0s | replica    | rpi3_9               | fio-suburb                | finish replica of fio-suburb
t= 322.0s | replica    | rpi3_9               | fio-downtown              | startup replica of fio-downtown
t= 323.0s | replica    | rpi3_9               | fio-downtown              | setup replica of fio-downtown
t= 324.0s | replica    | rpi3_9               | fio-downtown              | finish replica of fio-downtown
t= 325.0s | replica    | rpi3_2               | speech-inference-suburb   | startup replica of speech-inference-suburb
t= 326.0s | replica    | rpi3_2               | speech-inference-suburb   | setup replica of speech-inference-suburb
t= 327.0s | replica    | rockpi_4             | speech-inference-downtown | finish replica of speech-inference-downtown
t= 328.0s | replica    | rockpi_11            | python-pi-downtown        | startup replica of python-pi-downtown
t= 329.0s | replica    | rockpi_11            | python-pi-downtown        | setup replica of python-pi-downtown
t= 330.0s | replica    | rockpi_11            | python-pi-downtown        | finish replica of python-pi-downtown
t= 331.0s | replica    | nano_27              | resnet50-inference        | startup replica of resnet50-inference
t= 332.0s | replica    | nano_27              | resnet50-inference        | setup replica of resnet50-inference
t= 333.0s | replica    | nx_6                 | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t= 334.0s | replica    | nx_6                 | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t= 335.0s | replica    | nano_14              | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t= 336.0s | replica    | nano_14              | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t= 337.0s | replica    | nano_23              | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t= 338.0s | replica    | nano_23              | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t= 339.0s | replica    | nano_24              | resnet50-training         | startup replica of resnet50-training
t= 340.0s | replica    | nano_24              | resnet50-training         | setup replica of resnet50-training
t= 341.0s | replica    | nano_24              | resnet50-training         | finish replica of resnet50-training
t= 342.0s | replica    | nx_2                 | resnet50-training-downtown | startup replica of resnet50-training-downtown
t= 343.0s | replica    | nx_2                 | resnet50-training-downtown | setup replica of resnet50-training-downtown
t= 344.0s | replica    | nx_2                 | resnet50-training-downtown | finish replica of resnet50-training-downtown
t= 345.0s | replica    | rockpi_23            | python-pi                 | startup replica of python-pi
t= 346.0s | replica    | rockpi_23            | python-pi                 | setup replica of python-pi
t= 347.0s | replica    | rockpi_23            | python-pi                 | finish replica of python-pi
t= 348.0s | replica    | rockpi_21            | speech-inference-suburb   | finish replica of speech-inference-suburb
t= 349.0s | replica    | rockpi_5             | speech-inference          | finish replica of speech-inference
t= 350.0s | replica    | rockpi_21            | speech-inference-downtown | finish replica of speech-inference-downtown
t= 351.0s | replica    | rockpi_23            | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 352.0s | replica    | rockpi_23            | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 353.0s | replica    | rockpi_23            | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 354.0s | replica    | nx_9                 | resnet50-inference        | deploy replica of resnet50-inference
t= 355.0s | replica    | nano_13              | resnet50-inference-downtown | deploy replica of resnet50-inference-downtown
t= 356.0s | replica    | nx_0                 | resnet50-inference-suburb | deploy replica of resnet50-inference-suburb
t= 357.0s | replica    | nx_1                 | resnet50-inference-industrial | deploy replica of resnet50-inference-industrial
t= 358.0s | replica    | rockpi_25            | speech-inference          | deploy replica of speech-inference
t= 359.0s | replica    | rockpi_25            | speech-inference-downtown | deploy replica of speech-inference-downtown
t= 360.0s | replica    | rockpi_25            | speech-inference-downtown | startup replica of speech-inference-downtown
t= 361.0s | replica    | rockpi_25            | speech-inference-downtown | setup replica of speech-inference-downtown
t= 362.0s | replica    | coral_0              | speech-inference-suburb   | deploy replica of speech-inference-suburb
t= 363.0s | replica    | rockpi_1             | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 364.0s | replica    | nano_25              | resnet50-training         | deploy replica of resnet50-training
t= 365.0s | replica    | nx_8                 | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t= 366.0s | replica    | rockpi_1             | python-pi                 | deploy replica of python-pi
t= 367.0s | replica    | rockpi_2             | python-pi-downtown        | deploy replica of python-pi-downtown
t= 368.0s | replica    | rockpi_2             | python-pi-suburb          | deploy replica of python-pi-suburb
t= 369.0s | replica    | rockpi_2             | python-pi-suburb          | startup replica of python-pi-suburb
t= 370.0s | replica    | rockpi_2             | python-pi-suburb          | setup replica of python-pi-suburb
t= 371.0s | replica    | rockpi_2             | python-pi-suburb          | finish replica of python-pi-suburb
t= 372.0s | replica    | rpi3_10              | fio                       | deploy replica of fio
t= 373.0s | replica    | rpi3_10              | fio-downtown              | deploy replica of fio-downtown
t= 374.0s | replica    | rpi3_10              | fio-downtown              | startup replica of fio-downtown
t= 375.0s | replica    | rpi3_10              | fio-downtown              | setup replica of fio-downtown
t= 376.0s | replica    | rpi3_10              | fio-downtown              | finish replica of fio-downtown
t= 377.0s | replica    | rpi3_11              | fio-suburb                | deploy replica of fio-suburb
t= 378.0s | replica    | rpi3_10              | fio                       | startup replica of fio
t= 379.0s | replica    | rpi3_10              | fio                       | setup replica of fio
t= 380.0s | replica    | rpi3_10              | fio                       | finish replica of fio
t= 381.0s | replica    | rpi3_11              | fio-suburb                | startup replica of fio-suburb
t= 382.0s | replica    | rpi3_11              | fio-suburb                | setup replica of fio-suburb
t= 383.0s | replica    | rpi3_11              | fio-suburb                | finish replica of fio-suburb
t= 384.0s | replica    | rockpi_25            | speech-inference          | startup replica of speech-inference
t= 385.0s | replica    | rockpi_25            | speech-inference          | setup replica of speech-inference
t= 386.0s | replica    | coral_0              | speech-inference-suburb   | startup replica of speech-inference-suburb
t= 387.0s | replica    | coral_0              | speech-inference-suburb   | setup replica of speech-inference-suburb
t= 388.0s | replica    | rockpi_2             | python-pi-downtown        | startup replica of python-pi-downtown
t= 389.0s | replica    | rockpi_2             | python-pi-downtown        | setup replica of python-pi-downtown
t= 390.0s | replica    | rockpi_2             | python-pi-downtown        | finish replica of python-pi-downtown
t= 391.0s | replica    | nx_9                 | resnet50-inference        | startup replica of resnet50-inference
t= 392.0s | replica    | nx_9                 | resnet50-inference        | setup replica of resnet50-inference
t= 393.0s | replica    | nano_13              | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t= 394.0s | replica    | nano_13              | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t= 395.0s | replica    | nx_0                 | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t= 396.0s | replica    | nx_0                 | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t= 397.0s | replica    | nx_1                 | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t= 398.0s | replica    | nx_1                 | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t= 399.0s | replica    | nano_25              | resnet50-training         | startup replica of resnet50-training
t= 400.0s | replica    | nano_25              | resnet50-training         | setup replica of resnet50-training
t= 401.0s | replica    | nano_25              | resnet50-training         | finish replica of resnet50-training
t= 402.0s | replica    | nx_8                 | resnet50-training-downtown | startup replica of resnet50-training-downtown
t= 403.0s | replica    | nx_8                 | resnet50-training-downtown | setup replica of resnet50-training-downtown
t= 404.0s | replica    | nx_8                 | resnet50-training-downtown | finish replica of resnet50-training-downtown
t= 405.0s | replica    | rockpi_1             | python-pi                 | startup replica of python-pi
t= 406.0s | replica    | rockpi_1             | python-pi                 | setup replica of python-pi
t= 407.0s | replica    | rockpi_1             | python-pi                 | finish replica of python-pi
t= 408.0s | replica    | rockpi_1             | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 409.0s | replica    | rockpi_1             | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 410.0s | replica    | rockpi_1             | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 411.0s | replica    | nano_4               | resnet50-inference        | deploy replica of resnet50-inference
t= 412.0s | replica    | rockpi_3             | speech-inference          | deploy replica of speech-inference
t= 413.0s | replica    | rockpi_3             | speech-inference-downtown | deploy replica of speech-inference-downtown
t= 414.0s | replica    | rockpi_3             | speech-inference-downtown | startup replica of speech-inference-downtown
t= 415.0s | replica    | rockpi_3             | speech-inference-downtown | setup replica of speech-inference-downtown
t= 416.0s | replica    | coral_2              | speech-inference-suburb   | deploy replica of speech-inference-suburb
t= 417.0s | replica    | rockpi_32            | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 418.0s | replica    | rockpi_32            | python-pi                 | deploy replica of python-pi
t= 419.0s | replica    | nx_5                 | python-pi-downtown        | deploy replica of python-pi-downtown
t= 420.0s | replica    | nx_12                | python-pi-suburb          | deploy replica of python-pi-suburb
t= 421.0s | replica    | rpi3_11              | fio                       | deploy replica of fio
t= 422.0s | replica    | rpi3_11              | fio                       | startup replica of fio
t= 423.0s | replica    | rpi3_11              | fio                       | setup replica of fio
t= 424.0s | replica    | rpi3_11              | fio                       | finish replica of fio
t= 425.0s | replica    | rpi3_15              | fio-downtown              | deploy replica of fio-downtown
t= 426.0s | replica    | rpi3_15              | fio-suburb                | deploy replica of fio-suburb
t= 427.0s | replica    | rpi3_15              | fio-suburb                | startup replica of fio-suburb
t= 428.0s | replica    | rpi3_15              | fio-suburb                | setup replica of fio-suburb
t= 429.0s | replica    | rpi3_15              | fio-suburb                | finish replica of fio-suburb
t= 430.0s | replica    | rpi3_16              | resnet50-inference-downtown | deploy replica of resnet50-inference-downtown
t= 431.0s | replica    | rpi3_17              | resnet50-inference-suburb | deploy replica of resnet50-inference-suburb
t= 432.0s | replica    | rpi3_33              | resnet50-inference-industrial | deploy replica of resnet50-inference-industrial
t= 433.0s | replica    | nuc_0                | resnet50-training         | deploy replica of resnet50-training
t= 434.0s | replica    | nuc_1                | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t= 435.0s | replica    | rpi3_15              | fio-downtown              | startup replica of fio-downtown
t= 436.0s | replica    | rpi3_15              | fio-downtown              | setup replica of fio-downtown
t= 437.0s | replica    | rpi3_15              | fio-downtown              | finish replica of fio-downtown
t= 438.0s | replica    | coral_2              | speech-inference-suburb   | startup replica of speech-inference-suburb
t= 439.0s | replica    | coral_2              | speech-inference-suburb   | setup replica of speech-inference-suburb
t= 440.0s | replica    | rockpi_3             | speech-inference          | startup replica of speech-inference
t= 441.0s | replica    | rockpi_3             | speech-inference          | setup replica of speech-inference
t= 442.0s | replica    | rockpi_16            | speech-inference          | finish replica of speech-inference
t= 443.0s | replica    | nx_5                 | python-pi-downtown        | startup replica of python-pi-downtown
t= 444.0s | replica    | nx_5                 | python-pi-downtown        | setup replica of python-pi-downtown
t= 445.0s | replica    | nx_5                 | python-pi-downtown        | finish replica of python-pi-downtown
t= 446.0s | replica    | nx_12                | python-pi-suburb          | startup replica of python-pi-suburb
t= 447.0s | replica    | nx_12                | python-pi-suburb          | setup replica of python-pi-suburb
t= 448.0s | replica    | nx_12                | python-pi-suburb          | finish replica of python-pi-suburb
t= 449.0s | replica    | rpi3_16              | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t= 450.0s | replica    | rpi3_16              | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t= 451.0s | replica    | rpi3_17              | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t= 452.0s | replica    | rpi3_17              | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t= 453.0s | replica    | rpi3_33              | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t= 454.0s | replica    | rpi3_33              | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t= 455.0s | replica    | nano_4               | resnet50-inference        | startup replica of resnet50-inference
t= 456.0s | replica    | nano_4               | resnet50-inference        | setup replica of resnet50-inference
t= 457.0s | replica    | rockpi_14            | speech-inference-suburb   | finish replica of speech-inference-suburb
t= 458.0s | replica    | rockpi_32            | python-pi                 | startup replica of python-pi
t= 459.0s | replica    | rockpi_32            | python-pi                 | setup replica of python-pi
t= 460.0s | replica    | rockpi_32            | python-pi                 | finish replica of python-pi
t= 461.0s | replica    | rockpi_14            | speech-inference-downtown | finish replica of speech-inference-downtown
t= 462.0s | replica    | nuc_0                | resnet50-training         | startup replica of resnet50-training
t= 463.0s | replica    | nuc_0                | resnet50-training         | setup replica of resnet50-training
t= 464.0s | replica    | nuc_0                | resnet50-training         | finish replica of resnet50-training
t= 465.0s | replica    | nuc_1                | resnet50-training-downtown | startup replica of resnet50-training-downtown
t= 466.0s | replica    | nuc_1                | resnet50-training-downtown | setup replica of resnet50-training-downtown
t= 467.0s | replica    | nuc_1                | resnet50-training-downtown | finish replica of resnet50-training-downtown
t= 468.0s | replica    | rockpi_32            | resnet50-preprocessing    | startup replica of resnet50-preprocessing
t= 469.0s | replica    | rockpi_32            | resnet50-preprocessing    | setup replica of resnet50-preprocessing
t= 470.0s | replica    | rockpi_32            | resnet50-preprocessing    | finish replica of resnet50-preprocessing
t= 471.0s | replica    | rockpi_22            | speech-inference          | deploy replica of speech-inference
t= 472.0s | replica    | rockpi_22            | speech-inference-downtown | deploy replica of speech-inference-downtown
t= 473.0s | replica    | rockpi_22            | speech-inference-downtown | startup replica of speech-inference-downtown
t= 474.0s | replica    | rockpi_22            | speech-inference-downtown | setup replica of speech-inference-downtown
t= 475.0s | replica    | rockpi_24            | speech-inference-suburb   | deploy replica of speech-inference-suburb
t= 476.0s | replica    | rockpi_24            | resnet50-preprocessing    | deploy replica of resnet50-preprocessing
t= 477.0s | replica    | nx_6                 | python-pi                 | deploy replica of python-pi
t= 478.0s | replica    | rockpi_33            | python-pi-downtown        | deploy replica of python-pi-downtown
t= 479.0s | replica    | rockpi_33            | python-pi-suburb          | deploy replica of python-pi-suburb
t= 480.0s | replica    | rockpi_33            | python-pi-suburb          | startup replica of python-pi-suburb
t= 481.0s | replica    | rockpi_33            | python-pi-suburb          | setup replica of python-pi-suburb
t= 482.0s | replica    | rockpi_33            | python-pi-suburb          | finish replica of python-pi-suburb
t= 483.0s | replica    | rpi3_16              | fio                       | deploy replica of fio
t= 484.0s | replica    | rpi3_17              | fio-downtown              | deploy replica of fio-downtown
t= 485.0s | replica    | rpi3_33              | fio-suburb                | deploy replica of fio-suburb
t= 486.0s | replica    | rpi3_34              | resnet50-inference        | deploy replica of resnet50-inference
t= 487.0s | replica    | rpi3_35              | resnet50-inference-downtown | deploy replica of resnet50-inference-downtown
t= 488.0s | replica    | rpi3_18              | resnet50-inference-suburb | deploy replica of resnet50-inference-suburb
t= 489.0s | replica    | rpi3_19              | resnet50-inference-industrial | deploy replica of resnet50-inference-industrial
t= 490.0s | replica    | nuc_2                | resnet50-training         | deploy replica of resnet50-training
t= 491.0s | replica    | nuc_0                | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t= 492.0s | replica    | nuc_0                | resnet50-training-downtown | startup replica of resnet50-training-downtown
t= 493.0s | replica    | nuc_0                | resnet50-training-downtown | setup replica of resnet50-training-downtown
t= 494.0s | replica    | nuc_0                | resnet50-training-downtown | finish replica of resnet50-training-downtown
t= 495.0s | replica    | rpi3_16              | fio                       | startup replica of fio
t= 496.0s | replica    | rpi3_16              | fio                       | setup replica of fio
t= 497.0s | replica    | rpi3_16              | fio                       | finish replica of fio
t= 498.0s | replica    | rpi3_17              | fio-downtown              | startup replica of fio-downtown
t= 499.0s | replica    | rpi3_17              | fio-downtown              | setup replica of fio-downtown
t= 500.0s | replica    | rpi3_17              | fio-downtown              | finish replica of fio-downtown
t= 501.0s | replica    | rpi3_33              | fio-suburb                | startup replica of fio-suburb
t= 502.0s | replica    | rpi3_33              | fio-suburb                | setup replica of fio-suburb
t= 503.0s | replica    | rpi3_33              | fio-suburb                | finish replica of fio-suburb
t= 504.0s | replica    | rockpi_22            | speech-inference          | startup replica of speech-inference
t= 505.0s | replica    | rockpi_22            | speech-inference          | setup replica of speech-inference
t= 506.0s | replica    | rockpi_33            | python-pi-downtown        | startup replica of python-pi-downtown
t= 507.0s | replica    | rockpi_33            | python-pi-downtown        | setup replica of python-pi-downtown
t= 508.0s | replica    | rockpi_33            | python-pi-downtown        | finish replica of python-pi-downtown
t= 509.0s | replica    | nx_6                 | python-pi                 | startup replica of python-pi
t= 510.0s | replica    | nx_6                 | python-pi                 | setup replica of python-pi
t= 511.0s | replica    | nx_6                 | python-pi                 | finish replica of python-pi
t= 512.0s | replica    | rpi3_34              | resnet50-inference        | startup replica of resnet50-inference
t= 513.0s | replica    | rpi3_34              | resnet50-inference        | setup replica of resnet50-inference
t= 514.0s | replica    | rpi3_35              | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t= 515.0s | replica    | rpi3_35              | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t= 516.0s | replica    | rpi3_18              | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t= 517.0s | replica    | rpi3_18              | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t= 518.0s | replica    | rpi3_19              | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t= 519.0s | replica    | rpi3_19              | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t= 520.0s | replica    | rockpi_24            | speech-inference-suburb   | startup replica of speech-inference-suburb
t= 521.0s | replica    | rockpi_24            | speech-inference-suburb   | setup replica of speech-inference-suburb
