FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-08-05 14:42:58

Total deployment events: 1206
Number of node-function combinations: 127

Event Type Summary:
  Deployment events: 15
  Replica events: 996
  Network events: 195

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
t=   4.6s | network    | rockpi_104 → nano_0  | unknown                   | data_download (55.3 MB)
t=   4.7s | network    | rockpi_104 → nx_0    | unknown                   | data_download (55.3 MB)
t=   4.8s | network    | registry → rockpi_28 | unknown                   | docker_pull (59.1 MB)
t=   4.9s | network    | registry → rockpi_48 | unknown                   | docker_pull (38.1 MB)
t=   5.0s | replica    | rockpi_1             | speech-inference-downtown | deploy replica of speech-inference-downtown
t=   5.0s | network    | registry → rockpi_62 | unknown                   | docker_pull (38.1 MB)
t=   5.1s | network    | registry → nx_1      | unknown                   | docker_pull (95.4 MB)
t=   5.2s | network    | registry → nx_52     | unknown                   | docker_pull (95.4 MB)
t=   5.3s | network    | registry → nano_29   | unknown                   | docker_pull (95.4 MB)
t=   5.4s | network    | rockpi_104 → rockpi_48 | unknown                   | data_download (45.8 MB)
t=   5.5s | network    | registry → rockpi_62 | unknown                   | docker_pull (59.1 MB)
t=   5.6s | network    | rockpi_104 → rockpi_48 | unknown                   | data_download (45.8 MB)
t=   5.7s | network    | rockpi_104 → rockpi_62 | unknown                   | data_download (45.8 MB)
t=   5.8s | network    | rockpi_104 → nx_52   | unknown                   | data_download (98.2 MB)
t=   5.9s | network    | rockpi_104 → nx_1    | unknown                   | data_download (98.2 MB)
t=   6.0s | replica    | rockpi_1             | speech-inference-downtown | startup replica of speech-inference-downtown
t=   6.0s | network    | rockpi_104 → nano_29 | unknown                   | data_download (98.2 MB)
t=   6.1s | network    | registry → nx_46     | unknown                   | docker_pull (38.1 MB)
t=   6.2s | network    | registry → rpi3_95   | unknown                   | docker_pull (52.5 MB)
t=   6.3s | network    | registry → rpi3_42   | unknown                   | docker_pull (52.5 MB)
t=   6.4s | network    | registry → coral_29  | unknown                   | docker_pull (59.1 MB)
t=   6.5s | network    | registry → rockpi_52 | unknown                   | docker_pull (38.1 MB)
t=   6.6s | network    | registry → nano_33   | unknown                   | docker_pull (95.4 MB)
t=   6.7s | network    | registry → nano_40   | unknown                   | docker_pull (95.4 MB)
t=   6.8s | network    | registry → nano_48   | unknown                   | docker_pull (95.4 MB)
t=   6.9s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=   7.0s | replica    | rockpi_1             | speech-inference-downtown | setup replica of speech-inference-downtown
t=   7.0s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=   7.1s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=   7.2s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=   7.3s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=   7.4s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=   7.5s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=   7.6s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=   7.7s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=   7.8s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=   7.9s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=   8.0s | replica    | rockpi_97            | speech-inference-suburb   | deploy replica of speech-inference-suburb
t=   8.0s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=   8.1s | network    | registry → rpi3_43   | unknown                   | docker_pull (31.5 MB)
t=   8.2s | network    | registry → rpi3_44   | unknown                   | docker_pull (52.5 MB)
t=   8.3s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=   8.4s | network    | registry → rockpi_99 | unknown                   | docker_pull (59.1 MB)
t=   8.5s | network    | rockpi_104 → rpi3_43 | unknown                   | data_download (45.8 MB)
t=   8.6s | network    | registry → nx_2      | unknown                   | docker_pull (95.4 MB)
t=   8.7s | network    | registry → nano_1    | unknown                   | docker_pull (95.4 MB)
t=   8.8s | network    | registry → nx_3      | unknown                   | docker_pull (95.4 MB)
t=   8.9s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=   9.0s | replica    | nano_0               | resnet50-training         | deploy replica of resnet50-training
t=   9.0s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=   9.1s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=   9.2s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=   9.3s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=   9.4s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=   9.5s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=   9.6s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=   9.7s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=   9.8s | network    | registry → rpi3_44   | unknown                   | docker_pull (31.5 MB)
t=   9.9s | network    | registry → rockpi_99 | unknown                   | docker_pull (38.1 MB)
t=  10.0s | replica    | nx_0                 | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t=  10.0s | network    | registry → rpi3_87   | unknown                   | docker_pull (52.5 MB)
t=  10.1s | network    | registry → rpi3_88   | unknown                   | docker_pull (52.5 MB)
t=  10.2s | network    | rockpi_104 → rpi3_43 | unknown                   | data_download (45.8 MB)
t=  10.3s | network    | rockpi_104 → rpi3_44 | unknown                   | data_download (45.8 MB)
t=  10.4s | network    | rockpi_104 → rockpi_99 | unknown                   | data_download (45.8 MB)
t=  10.5s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=  10.6s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=  10.7s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=  10.8s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  10.9s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  11.0s | replica    | rockpi_97            | python-pi                 | deploy replica of python-pi
t=  11.0s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  11.1s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=  11.2s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=  11.3s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=  11.4s | network    | nx_0 → rockpi_104    | unknown                   | data_upload (98.2 MB)
t=  11.5s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  11.6s | network    | rockpi_104 → rpi3_43 | unknown                   | data_download (45.8 MB)
t=  11.7s | network    | rockpi_104 → nx_0    | unknown                   | data_download (55.3 MB)
t=  11.8s | network    | nx_0 → rockpi_104    | unknown                   | data_upload (98.2 MB)
t=  11.9s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=  12.0s | replica    | coral_19             | python-pi-downtown        | deploy replica of python-pi-downtown
t=  12.0s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=  12.1s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=  12.2s | network    | nx_0 → rockpi_104    | unknown                   | data_upload (98.2 MB)
t=  12.3s | network    | nx_0 → rockpi_104    | unknown                   | data_upload (98.2 MB)
t=  12.4s | network    | rockpi_104 → nx_0    | unknown                   | data_download (55.3 MB)
t=  12.5s | network    | rockpi_104 → nx_0    | unknown                   | data_download (55.3 MB)
t=  12.6s | network    | rockpi_104 → nx_0    | unknown                   | data_download (55.3 MB)
t=  12.7s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  12.8s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  12.9s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  13.0s | replica    | coral_22             | python-pi-suburb          | deploy replica of python-pi-suburb
t=  13.0s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=  13.1s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=  13.2s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=  13.3s | network    | rockpi_104 → rpi3_43 | unknown                   | data_download (45.8 MB)
t=  13.4s | network    | rockpi_104 → rpi3_44 | unknown                   | data_download (45.8 MB)
t=  13.5s | network    | rockpi_104 → rockpi_99 | unknown                   | data_download (45.8 MB)
t=  13.6s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=  13.7s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=  13.8s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=  13.9s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  14.0s | replica    | rpi3_93              | fio                       | deploy replica of fio
t=  14.0s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  14.1s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  14.2s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=  14.3s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=  14.4s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=  14.5s | network    | rockpi_104 → rpi3_43 | unknown                   | data_download (45.8 MB)
t=  14.6s | network    | rockpi_104 → rpi3_44 | unknown                   | data_download (45.8 MB)
t=  14.7s | network    | rockpi_104 → rockpi_99 | unknown                   | data_download (45.8 MB)
t=  14.8s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=  14.9s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=  15.0s | replica    | rpi3_93              | fio-downtown              | deploy replica of fio-downtown
t=  15.0s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=  15.1s | network    | registry → nx_46     | unknown                   | docker_pull (59.1 MB)
t=  15.2s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  15.3s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  15.4s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=  15.5s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=  15.6s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=  15.7s | network    | registry → rpi3_42   | unknown                   | docker_pull (31.5 MB)
t=  15.8s | network    | rockpi_104 → rpi3_43 | unknown                   | data_download (45.8 MB)
t=  15.9s | network    | rockpi_104 → rpi3_42 | unknown                   | data_download (45.8 MB)
t=  16.0s | replica    | rpi3_93              | fio-downtown              | startup replica of fio-downtown
t=  16.0s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=  16.1s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=  16.2s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=  16.3s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  16.4s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  16.5s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  16.6s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=  16.7s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=  16.8s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=  16.9s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  17.0s | replica    | rpi3_93              | fio-downtown              | setup replica of fio-downtown
t=  17.0s | network    | rockpi_104 → rpi3_43 | unknown                   | data_download (45.8 MB)
t=  17.1s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=  17.2s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=  17.3s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=  17.4s | network    | nx_0 → rockpi_104    | unknown                   | data_upload (98.2 MB)
t=  17.5s | network    | rockpi_104 → nx_0    | unknown                   | data_download (55.3 MB)
t=  17.6s | network    | nx_0 → rockpi_104    | unknown                   | data_upload (98.2 MB)
t=  17.7s | network    | rockpi_104 → nx_0    | unknown                   | data_download (55.3 MB)
t=  17.8s | network    | nx_0 → rockpi_104    | unknown                   | data_upload (98.2 MB)
t=  17.9s | network    | nx_0 → rockpi_104    | unknown                   | data_upload (98.2 MB)
t=  18.0s | replica    | rpi3_93              | fio-downtown              | finish replica of fio-downtown
t=  18.0s | network    | rockpi_104 → nx_0    | unknown                   | data_download (55.3 MB)
t=  18.1s | network    | rockpi_104 → nx_0    | unknown                   | data_download (55.3 MB)
t=  18.2s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  18.3s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  18.4s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  18.5s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=  18.6s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=  18.7s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=  18.8s | network    | registry → rpi3_43   | unknown                   | docker_pull (52.5 MB)
t=  18.9s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  19.0s | replica    | rpi3_94              | fio-suburb                | deploy replica of fio-suburb
t=  19.0s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=  19.1s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=  19.2s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=  19.3s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  19.4s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  19.5s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  19.6s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=  19.7s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=  19.8s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=  19.9s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  20.0s | replica    | rpi3_93              | fio                       | startup replica of fio
t=  20.0s | network    | rockpi_104 → rpi3_43 | unknown                   | data_download (45.8 MB)
t=  20.1s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=  20.2s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=  20.3s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=  20.4s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  20.5s | network    | rockpi_104 → rockpi_52 | unknown                   | data_download (45.8 MB)
t=  20.6s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  20.7s | network    | rockpi_104 → nano_33 | unknown                   | data_download (98.2 MB)
t=  20.8s | network    | rockpi_104 → nano_48 | unknown                   | data_download (98.2 MB)
t=  20.9s | network    | rockpi_104 → nano_40 | unknown                   | data_download (98.2 MB)
t=  21.0s | replica    | rpi3_93              | fio                       | setup replica of fio
t=  21.0s | network    | rockpi_104 → nx_46   | unknown                   | data_download (45.8 MB)
t=  21.1s | network    | rockpi_104 → rpi3_43 | unknown                   | data_download (45.8 MB)
t=  21.2s | network    | rockpi_104 → nx_2    | unknown                   | data_download (98.2 MB)
t=  21.3s | network    | rockpi_104 → nano_1  | unknown                   | data_download (98.2 MB)
t=  21.4s | network    | rockpi_104 → nx_3    | unknown                   | data_download (98.2 MB)
t=  22.0s | replica    | rpi3_93              | fio                       | finish replica of fio
t=  23.0s | replica    | rpi3_94              | fio-suburb                | startup replica of fio-suburb
t=  24.0s | replica    | rpi3_94              | fio-suburb                | setup replica of fio-suburb
t=  25.0s | replica    | rpi3_94              | fio-suburb                | finish replica of fio-suburb
t=  26.0s | replica    | coral_19             | python-pi-downtown        | startup replica of python-pi-downtown
t=  27.0s | replica    | coral_19             | python-pi-downtown        | setup replica of python-pi-downtown
t=  28.0s | replica    | coral_19             | python-pi-downtown        | finish replica of python-pi-downtown
t=  29.0s | replica    | coral_22             | python-pi-suburb          | startup replica of python-pi-suburb
t=  30.0s | replica    | coral_22             | python-pi-suburb          | setup replica of python-pi-suburb
t=  31.0s | replica    | coral_22             | python-pi-suburb          | finish replica of python-pi-suburb
t=  32.0s | replica    | rockpi_1             | speech-inference          | startup replica of speech-inference
t=  33.0s | replica    | rockpi_1             | speech-inference          | setup replica of speech-inference
t=  34.0s | replica    | rockpi_97            | speech-inference-suburb   | startup replica of speech-inference-suburb
t=  35.0s | replica    | rockpi_97            | speech-inference-suburb   | setup replica of speech-inference-suburb
t=  36.0s | replica    | nano_47              | resnet50-inference        | startup replica of resnet50-inference
t=  37.0s | replica    | nano_47              | resnet50-inference        | setup replica of resnet50-inference
t=  38.0s | replica    | nx_46                | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t=  39.0s | replica    | nx_46                | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t=  40.0s | replica    | nano_56              | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t=  41.0s | replica    | nano_56              | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t=  42.0s | replica    | nano_58              | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t=  43.0s | replica    | nano_58              | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t=  44.0s | replica    | nano_0               | resnet50-training         | startup replica of resnet50-training
t=  45.0s | replica    | nano_0               | resnet50-training         | setup replica of resnet50-training
t=  46.0s | replica    | nano_0               | resnet50-training         | finish replica of resnet50-training
t=  47.0s | replica    | nx_0                 | resnet50-training-downtown | startup replica of resnet50-training-downtown
t=  48.0s | replica    | nx_0                 | resnet50-training-downtown | setup replica of resnet50-training-downtown
t=  49.0s | replica    | nx_0                 | resnet50-training-downtown | finish replica of resnet50-training-downtown
t=  50.0s | replica    | rockpi_97            | python-pi                 | startup replica of python-pi
t=  51.0s | replica    | rockpi_97            | python-pi                 | setup replica of python-pi
t=  52.0s | replica    | rockpi_97            | python-pi                 | finish replica of python-pi
t=  53.0s | replica    | rockpi_1             | speech-inference-downtown | finish replica of speech-inference-downtown
t=  54.0s | replica    | rockpi_97            | speech-inference-suburb   | finish replica of speech-inference-suburb
t=  55.0s | replica    | rockpi_1             | speech-inference          | finish replica of speech-inference
t=  56.0s | replica    | nx_46                | resnet50-inference-downtown | finish replica of resnet50-inference-downtown
t=  57.0s | replica    | nano_56              | resnet50-inference-suburb | finish replica of resnet50-inference-suburb
t=  58.0s | replica    | nano_47              | resnet50-inference        | finish replica of resnet50-inference
t=  59.0s | replica    | nano_58              | resnet50-inference-industrial | finish replica of resnet50-inference-industrial
t=  60.0s | replica    | nx_1                 | resnet50-inference        | deploy replica of resnet50-inference
t=  61.0s | replica    | nx_52                | resnet50-inference-suburb | deploy replica of resnet50-inference-suburb
t=  62.0s | replica    | nano_29              | resnet50-inference-industrial | deploy replica of resnet50-inference-industrial
t=  63.0s | replica    | rockpi_48            | speech-inference          | deploy replica of speech-inference
t=  64.0s | replica    | rockpi_48            | speech-inference-downtown | deploy replica of speech-inference-downtown
t=  65.0s | replica    | rockpi_48            | speech-inference-downtown | startup replica of speech-inference-downtown
t=  66.0s | replica    | rockpi_48            | speech-inference-downtown | setup replica of speech-inference-downtown
t=  67.0s | replica    | rockpi_62            | speech-inference-suburb   | deploy replica of speech-inference-suburb
t=  68.0s | replica    | rockpi_62            | python-pi                 | deploy replica of python-pi
t=  69.0s | replica    | rockpi_28            | python-pi-downtown        | deploy replica of python-pi-downtown
t=  70.0s | replica    | rockpi_28            | python-pi-suburb          | deploy replica of python-pi-suburb
t=  71.0s | replica    | rockpi_28            | python-pi-suburb          | startup replica of python-pi-suburb
t=  72.0s | replica    | rockpi_28            | python-pi-suburb          | setup replica of python-pi-suburb
t=  73.0s | replica    | rockpi_28            | python-pi-suburb          | finish replica of python-pi-suburb
t=  74.0s | replica    | rockpi_28            | python-pi-downtown        | startup replica of python-pi-downtown
t=  75.0s | replica    | rockpi_28            | python-pi-downtown        | setup replica of python-pi-downtown
t=  76.0s | replica    | rockpi_28            | python-pi-downtown        | finish replica of python-pi-downtown
t=  77.0s | replica    | rockpi_48            | speech-inference          | startup replica of speech-inference
t=  78.0s | replica    | rockpi_48            | speech-inference          | setup replica of speech-inference
t=  79.0s | replica    | rockpi_62            | speech-inference-suburb   | startup replica of speech-inference-suburb
t=  80.0s | replica    | rockpi_62            | speech-inference-suburb   | setup replica of speech-inference-suburb
t=  81.0s | replica    | nx_1                 | resnet50-inference        | startup replica of resnet50-inference
t=  82.0s | replica    | nx_1                 | resnet50-inference        | setup replica of resnet50-inference
t=  83.0s | replica    | nx_52                | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t=  84.0s | replica    | nx_52                | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t=  85.0s | replica    | nano_29              | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t=  86.0s | replica    | nano_29              | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t=  87.0s | replica    | rockpi_48            | speech-inference-downtown | finish replica of speech-inference-downtown
t=  88.0s | replica    | rockpi_62            | python-pi                 | startup replica of python-pi
t=  89.0s | replica    | rockpi_62            | python-pi                 | setup replica of python-pi
t=  90.0s | replica    | rockpi_62            | python-pi                 | finish replica of python-pi
t=  91.0s | replica    | rockpi_48            | speech-inference          | finish replica of speech-inference
t=  92.0s | replica    | rockpi_62            | speech-inference-suburb   | finish replica of speech-inference-suburb
t=  93.0s | replica    | nx_52                | resnet50-inference-suburb | finish replica of resnet50-inference-suburb
t=  94.0s | replica    | nx_1                 | resnet50-inference        | finish replica of resnet50-inference
t=  95.0s | replica    | nano_29              | resnet50-inference-industrial | finish replica of resnet50-inference-industrial
t=  96.0s | replica    | nano_33              | resnet50-inference        | deploy replica of resnet50-inference
t=  97.0s | replica    | nano_40              | resnet50-inference-suburb | deploy replica of resnet50-inference-suburb
t=  98.0s | replica    | nano_48              | resnet50-inference-industrial | deploy replica of resnet50-inference-industrial
t=  99.0s | replica    | rockpi_52            | speech-inference          | deploy replica of speech-inference
t= 100.0s | replica    | rockpi_52            | speech-inference-downtown | deploy replica of speech-inference-downtown
t= 101.0s | replica    | rockpi_52            | speech-inference-downtown | startup replica of speech-inference-downtown
t= 102.0s | replica    | rockpi_52            | speech-inference-downtown | setup replica of speech-inference-downtown
t= 103.0s | replica    | nx_46                | speech-inference-suburb   | deploy replica of speech-inference-suburb
t= 104.0s | replica    | coral_29             | python-pi                 | deploy replica of python-pi
t= 105.0s | replica    | rpi3_95              | python-pi-downtown        | deploy replica of python-pi-downtown
t= 106.0s | replica    | rpi3_42              | python-pi-suburb          | deploy replica of python-pi-suburb
t= 107.0s | replica    | nx_46                | speech-inference-suburb   | startup replica of speech-inference-suburb
t= 108.0s | replica    | nx_46                | speech-inference-suburb   | setup replica of speech-inference-suburb
t= 109.0s | replica    | rpi3_95              | python-pi-downtown        | startup replica of python-pi-downtown
t= 110.0s | replica    | rpi3_95              | python-pi-downtown        | setup replica of python-pi-downtown
